"","sample_1","sample_2","sample_3","sample_4","sample_5","sample_6"
"11761985_at",4.961802,4.660176,4.832065,4.680305,4.920138,4.811913
"11761986_x_at",6.048384,5.87172,5.836232,6.033156,5.956463,5.841487
"11761987_at",4.483854,4.410661,4.115469,4.206302,4.383834,4.192349
"11761988_at",3.039683,2.842948,2.87614,2.861897,3.129164,2.971219
"11761989_at",2.720394,2.643855,2.485919,2.579674,2.827949,2.607782
"11761990_x_at",2.998152,2.972573,2.876004,3.239994,2.998755,3.007691
"11761991_at",3.123511,2.984612,3.283302,2.8671,2.700369,3.104286
"11761992_at",4.306486,4.514699,4.621457,4.394244,4.666067,4.662226
"11761993_a_at",5.309284,5.197391,5.338962,5.265616,5.392779,5.208067
"11761994_at",4.146117,4.311151,3.825046,4.240284,4.352839,4.099837
"11761995_a_at",4.198028,3.818812,4.17128,3.848757,4.667823,4.022901
"11761996_a_at",4.071606,4.119449,4.295871,4.300985,4.190125,4.527209
"11761997_at",3.754396,3.888943,3.704562,3.843323,3.939773,3.59852
"11761998_a_at",4.599199,4.019419,4.441698,4.252042,4.464209,4.704535
"11761999_s_at",4.432858,3.648142,4.140598,4.738283,4.738867,4.771007
"11762000_at",3.338452,3.565218,3.245355,3.42321,3.205445,3.094076
"11762001_at",3.42299,3.301594,3.324556,3.431892,3.417546,3.341394
"11762002_at",4.00871,4.265915,3.980601,4.14139,3.865112,4.300889
"11762003_at",3.771009,3.981924,3.819948,3.839169,3.895348,3.762048
"11762004_a_at",3.408957,3.239544,3.403513,3.213576,3.268817,3.107605
"11762005_x_at",4.516653,4.34724,4.672234,4.217223,4.675076,4.566823
"11762006_at",4.021516,4.231229,4.078244,4.543973,4.207058,4.903267
"11762007_x_at",3.438992,4.040363,3.943983,4.151909,4.368262,4.102185
"11762008_a_at",4.770352,4.819107,4.49587,4.65096,5.090768,4.651782
"11762009_at",3.392066,3.35253,3.333099,3.537926,3.465368,3.548189
"11762010_a_at",6.543651,5.633236,6.218284,6.041132,6.086733,5.725487
"11762011_at",2.894205,2.744656,2.653982,2.807935,2.742912,2.682349
"11762012_at",2.929954,3.367486,3.347425,3.204747,3.211937,3.016515
"11762013_at",2.993633,3.172561,2.984558,3.138993,3.245728,3.398735
"11762014_at",5.798627,5.419827,5.776255,5.739101,5.768053,5.998742
"11762015_at",3.00117,2.824318,3.044919,3.132313,3.14063,3.013433
"11762016_at",4.099241,3.761808,3.914114,4.108111,4.219425,4.541289
"11762017_at",3.929796,3.888943,3.824431,3.853006,3.797552,4.074326
"11762018_at",6.543656,6.317481,5.909989,6.331561,5.880857,5.916923
"11762019_at",3.109154,3.423679,3.262105,3.317422,3.316238,2.887257
"11762020_at",3.521383,3.636133,3.437038,3.419615,3.620496,3.955846
"11762021_at",2.699578,2.856574,3.037073,2.892368,2.682794,2.801612
"11762022_at",2.896247,2.80768,2.791734,2.85389,2.85855,2.875128
"11762023_at",3.23213,3.650548,3.728626,3.718441,3.761233,3.503361
"11762024_at",2.695339,2.658437,2.922042,2.63953,2.566024,2.641169
"11762025_a_at",5.404666,6.156458,6.18961,7.048509,6.089387,5.823023
"11762026_x_at",3.943971,3.546157,3.697442,3.867772,4.073158,3.911124
"11762027_at",3.169578,3.358803,3.340692,3.324018,3.189092,3.381552
"11762028_at",2.992275,3.342955,3.092117,3.152591,3.126485,2.889705
"11762029_at",3.083326,3.551386,3.163521,3.153316,2.992785,3.097416
"11762030_at",2.611543,2.783705,2.640872,2.571818,2.984722,2.659525
"11762031_a_at",2.819093,2.474202,2.714462,2.681266,2.818102,2.547531
"11762032_at",3.662985,3.490673,3.498317,3.639304,3.577535,3.60435
"11762033_at",3.820656,3.651425,3.508282,3.709388,3.868788,3.639665
"11762034_x_at",4.077429,3.853351,4.123766,3.597793,3.811283,4.239781
"11762035_a_at",6.057364,6.182512,6.176422,6.084613,6.266428,6.116353
"11762036_x_at",4.895288,4.865282,4.868204,5.020602,5.068005,4.573335
"11762037_x_at",3.248529,3.320245,3.237672,3.233254,3.597305,3.510171
"11762038_at",3.407071,3.568606,3.44946,3.440749,3.330175,3.628617
"11762039_at",2.553741,2.816985,2.838447,2.961787,2.830986,2.819297
"11762040_a_at",2.494295,2.839714,2.430854,2.471125,2.334616,2.448354
"11762041_a_at",4.330214,4.47121,4.514424,4.826282,4.425466,4.526595
"11762042_a_at",3.651505,3.106703,3.103481,3.104036,3.116386,3.170682
"11762043_a_at",6.632087,6.354957,6.61532,6.837689,6.914282,6.783926
"11762044_a_at",3.914607,3.96165,3.989548,4.081606,3.964584,4.128797
"11762045_a_at",4.755367,4.517703,4.807564,4.486264,4.660083,4.784484
"11762046_at",3.336293,3.170321,3.245356,3.325347,3.379486,3.351076
"11762047_at",4.393846,4.676107,4.628443,4.815805,4.75592,4.718821
"11762048_a_at",3.376707,3.199743,3.119747,3.290742,3.496996,3.563447
"11762049_at",7.855874,7.605326,8.013486,7.747822,7.889999,7.996503
"11762050_x_at",7.655653,7.552705,7.653756,7.689186,7.660672,7.795208
"11762051_x_at",5.193499,5.310471,4.930361,5.14382,5.046078,5.588785
"11762052_s_at",4.481798,4.325168,4.310849,4.227995,4.63122,4.614827
"11762053_at",3.949516,3.728521,3.744397,3.933657,4.267236,4.156038
"11762054_a_at",5.176451,4.960177,4.382711,5.227601,4.917752,4.684505
"11762055_at",3.007952,2.984612,2.987877,3.503439,3.213883,2.995568
"11762056_at",6.504572,6.607745,6.863141,7.634535,7.366286,6.968496
"11762057_at",3.407096,3.34333,2.996195,3.532105,3.31607,3.14636
"11762058_a_at",5.645712,6.118874,6.135188,5.830196,5.842609,5.908055
"11762059_at",3.1961,3.205478,3.162538,3.550593,3.145726,3.152611
"11762060_x_at",8.309935,10.01335,9.362451,9.261942,8.950799,9.728909
"11762061_at",3.412831,3.117123,3.477192,3.729884,3.678964,3.765107
"11762062_x_at",3.944787,4.020347,3.886197,4.260383,4.250782,4.179314
"11762063_a_at",3.030622,2.764979,2.944564,2.905068,3.084494,2.981534
"11762064_at",3.47597,3.501193,3.629342,4.004061,3.692529,3.777733
"11762065_at",3.447904,3.768694,3.809014,3.762282,4.228223,3.806757
"11762066_at",4.284688,4.410931,4.735336,4.220442,4.383783,4.440359
"11762067_at",7.337384,7.449265,7.060928,7.36915,7.428367,7.294123
"11762068_x_at",7.412687,7.517521,6.98835,7.36406,7.50522,7.398784
"11762069_a_at",5.647527,5.308515,5.634747,5.442844,5.422057,5.678537
"11762070_a_at",3.478437,3.278634,3.520273,3.600524,3.248821,3.282442
"11762071_at",3.133174,3.165364,3.054856,3.287603,3.440507,3.276458
"11762072_at",3.829122,3.832749,4.216848,3.715169,3.945246,3.854763
"11762073_at",4.05197,3.749441,3.87749,3.756499,3.914515,4.19543
"11762074_a_at",3.134101,3.031822,2.53874,2.98609,2.99415,2.865342
"11762075_at",3.35847,3.523136,3.846291,3.868888,3.657075,3.795577
"11762076_at",2.984601,3.160859,3.036345,2.908857,3.024755,2.938605
"11762077_at",3.607116,3.309253,3.556739,3.873676,3.799044,3.675362
"11762078_x_at",4.170411,3.912143,4.076506,4.431525,4.473377,4.178083
"11762079_at",3.917148,3.590339,4.090408,4.00984,4.057949,4.109864
"11762080_at",3.124293,3.319993,3.729129,3.644716,3.296772,3.414189
"11762081_at",3.625039,3.756786,3.659548,3.533345,3.479252,3.536236
"11762082_at",4.011543,3.678589,3.860381,3.613373,4.137946,3.511697
"11762083_at",3.356392,3.304101,2.724995,3.270687,3.046768,3.044273
"11762084_at",3.313945,3.306798,3.117088,3.419092,3.14063,3.293369
"11762085_at",3.360745,3.501488,3.577825,3.478617,3.657076,3.341394
"11762086_at",4.01272,4.03342,3.609223,3.977158,4.267236,3.921049
"11762087_a_at",4.268759,3.759464,4.053117,3.938704,4.265637,3.804648
"11762088_a_at",3.455802,3.200591,3.530591,3.625281,3.528717,3.358161
"11762089_a_at",3.331079,3.334961,3.269834,3.246807,3.625014,3.318695
"11762090_x_at",3.521131,3.516923,3.861035,3.762639,3.562896,3.480043
"11762091_x_at",5.916142,5.627757,5.719926,5.947072,6.101326,5.981717
"11762092_a_at",4.602377,4.866191,5.17051,5.085468,4.717678,4.942199
"11762093_at",2.906973,2.835969,2.827868,3.051317,2.747471,2.861411
"11762094_at",3.191799,3.065073,3.008694,3.170598,3.014545,3.180554
"11762095_at",3.090606,2.748225,3.055425,3.06495,3.203099,2.946005
"11762096_at",6.436315,6.34465,6.745481,6.507541,6.675398,6.659336
"11762097_at",3.915731,3.699078,3.906232,3.659108,4.239804,4.111458
"11762098_at",3.239478,3.425967,2.937575,3.403141,3.205445,3.030245
"11762099_x_at",5.321342,5.36181,5.452375,5.657358,5.354745,5.357458
"11762100_at",4.620534,4.438381,4.412566,4.487167,4.429356,4.402987
"11762101_at",3.513893,3.614489,3.587625,3.317552,3.812116,3.845341
"11762102_a_at",3.744727,3.431976,3.477343,3.619621,3.581721,3.523607
"11762103_a_at",3.391783,3.433085,3.348182,3.354705,3.797552,3.712258
"11762104_at",2.829458,3.057125,2.826811,2.984854,2.751562,2.693893
"11762105_at",3.568665,3.462128,3.377489,3.644842,3.578743,3.387818
"11762106_at",4.724319,4.677701,4.754642,4.87239,4.909517,4.715362
"11762107_at",4.483455,4.689689,4.22846,4.436799,4.685735,4.197559
"11762108_a_at",5.845242,5.709135,5.704749,5.624908,5.940148,5.427491
"11762109_s_at",5.945818,5.806049,6.183869,6.039214,5.727566,5.332057
"11762110_at",3.871588,3.88674,3.62101,3.996092,3.998399,4.393493
"11762111_x_at",5.129284,5.337536,5.096523,5.748671,5.292809,5.615366
"11762112_a_at",3.697326,3.606989,3.815579,3.512238,3.837006,3.525205
"11762113_a_at",4.306816,4.223006,4.452582,4.500007,4.591184,4.715041
"11762114_at",3.978146,4.009286,4.248596,4.011285,4.290975,4.431684
"11762115_a_at",3.414352,3.560675,3.48289,3.561642,3.518208,3.651724
"11762116_at",3.824748,3.499052,4.168913,4.340198,4.156786,3.634338
"11762117_at",2.950164,2.840736,2.934783,3.121175,3.085351,3.068958
"11762118_at",3.187605,3.162452,3.053481,3.260166,3.150635,3.630003
"11762119_x_at",6.02843,5.924457,6.283469,6.011998,6.307699,6.190029
"11762120_at",2.934458,3.16762,3.140025,2.970104,2.975324,3.026934
"11762121_a_at",3.023632,3.007936,3.385711,2.92495,3.325942,3.134101
"11762122_a_at",5.134061,4.968735,5.057114,4.977796,5.411073,5.295949
"11762123_at",2.970575,2.814692,2.716133,2.773885,2.886211,2.81472
"11762124_x_at",3.314162,3.371611,3.110183,3.212981,3.262144,3.341393
"11762125_x_at",3.135419,3.140692,2.959409,3.100016,3.283787,3.074203
"11762126_a_at",4.487402,4.440414,4.559716,4.79421,4.526608,4.574442
"11762127_at",5.335925,5.098942,5.289234,5.38391,5.435184,5.138282
"11762128_at",4.018466,4.04849,4.411738,3.963532,4.177021,4.010787
"11762129_at",2.508207,2.49821,2.641809,2.666681,2.551107,2.78485
"11762130_x_at",2.724639,2.732406,2.955885,2.900877,2.817148,2.945368
"11762131_a_at",2.944383,3.002244,2.839537,2.971359,2.823702,2.943542
"11762132_a_at",3.281868,3.755691,3.454093,3.487079,3.725989,3.304231
"11762133_at",3.197482,3.179344,3.162844,3.177004,3.317544,3.65144
"11762134_at",4.833845,4.526063,4.824487,4.464831,4.651021,4.327895
"11762135_at",5.025027,4.71218,4.906436,5.34034,5.33709,4.972396
"11762136_at",3.160691,2.960544,3.0112,3.259261,3.355207,2.940523
"11762137_x_at",2.763789,2.639308,2.875752,2.973933,3.033971,2.658202
"11762138_at",2.593179,2.44555,2.639857,2.716002,2.470702,2.402312
"11762139_at",3.213881,3.110847,3.175178,3.212946,3.407836,3.417383
"11762140_a_at",4.118597,3.940478,4.160254,4.213705,4.12845,4.138933
"11762141_a_at",3.39948,3.08174,3.392379,3.288459,3.140619,3.447282
"11762142_x_at",2.790318,2.67708,2.723155,2.775778,2.623745,3.01009
"11762143_at",4.421616,4.295208,4.234583,4.383661,4.420951,4.637914
"11762144_at",2.846534,3.148976,3.113003,2.892368,2.789332,2.932968
"11762145_a_at",6.104343,5.613936,5.982164,5.913013,6.039215,6.141322
"11762146_a_at",4.621789,4.705992,4.901517,4.881441,4.25894,4.868432
"11762147_at",5.611554,5.667874,5.697636,6.610159,6.284555,6.195527
"11762148_x_at",3.400898,3.299967,3.143241,3.199822,2.952832,3.438561
"11762149_at",3.695194,3.684896,3.690945,3.772109,3.683357,3.667511
"11762150_x_at",6.498187,6.178551,6.559571,6.710818,6.545461,6.48881
"11762151_a_at",3.441454,3.456645,3.635319,3.516825,3.283818,3.341394
"11762152_at",4.222234,4.349504,4.682049,4.478464,4.797467,4.874979
"11762153_x_at",7.913339,8.015851,8.312809,8.070801,8.159897,8.12228
"11762154_at",3.221997,3.184802,3.343875,3.446374,3.264374,3.409986
"11762155_at",3.205064,2.993043,3.053155,3.107413,3.19859,3.278398
"11762156_x_at",4.493662,4.47375,4.470057,4.502185,4.434689,4.300404
"11762157_at",3.065499,3.25555,2.972686,3.321032,3.330635,2.984848
"11762158_at",2.890297,2.605736,2.771673,2.636144,2.940274,3.140795
"11762159_at",3.027039,3.241233,3.637802,3.660455,3.594562,3.414573
"11762160_at",3.174569,3.354715,3.272424,3.354306,3.305805,3.659202
"11762161_x_at",4.51551,4.526602,4.47572,4.55725,4.339102,4.914113
"11762162_x_at",4.169149,4.13169,4.448214,4.040946,4.060359,3.991061
"11762163_at",6.1064,5.725589,6.354279,6.348426,6.192249,6.349468
"11762164_at",3.303598,3.16762,3.167255,3.150275,3.118561,3.21821
"11762165_x_at",4.675444,4.080251,4.558199,4.773547,4.532786,4.65949
"11762166_a_at",3.217381,3.236342,3.131039,3.528011,3.045264,3.411721
"11762167_at",3.995078,4.051294,3.673995,3.902972,4.126002,4.002782
"11762168_at",2.810726,2.748928,2.695706,2.804929,2.748879,2.746836
"11762169_at",4.273156,4.251489,3.662681,4.176183,4.245474,4.222247
"11762170_x_at",3.134101,2.834467,3.090053,2.948187,2.996145,3.168944
"11762171_at",2.734517,2.581589,2.66111,2.679114,2.63101,2.544003
"11762172_x_at",3.799157,3.961534,4.12473,3.73523,4.201138,4.229329
"11762173_a_at",3.515665,3.531084,3.667414,3.631297,3.696485,3.551467
"11762174_at",4.091778,4.268352,4.076472,4.171588,4.156799,3.922271
"11762175_at",3.734566,3.794574,3.627045,3.780133,3.910671,3.643732
"11762176_at",2.933032,2.745923,3.164315,2.635072,3.261045,3.331256
"11762177_at",3.077304,2.870118,3.000027,3.062509,3.21568,2.960708
"11762178_at",3.083326,3.146105,3.256887,3.208893,3.205445,3.18583
"11762179_at",2.497252,2.464301,2.723908,2.481561,2.416148,2.542294
"11762180_x_at",3.734066,3.359569,3.667551,3.628147,3.768167,3.630002
"11762181_a_at",3.034263,2.988611,3.403805,2.896402,3.188942,3.068958
"11762182_a_at",3.73039,3.556017,3.441633,3.64659,3.513422,3.722018
"11762183_at",3.314162,3.325014,3.441989,3.220682,3.323201,3.318079
"11762184_at",4.4774,4.38828,4.388923,4.485351,4.677518,4.725466
"11762185_at",4.463415,4.434524,4.544267,4.428361,4.324548,4.399081
"11762186_x_at",5.409661,5.235367,5.428907,5.612265,5.273589,5.579258
"11762187_at",4.039687,4.200674,3.936,3.964748,4.216664,4.033991
"11762188_at",3.639937,3.252913,3.403291,3.574117,3.974177,3.91683
"11762189_at",3.51922,3.617423,3.464876,3.605719,3.440245,3.707082
"11762190_at",2.796817,2.661215,2.64748,2.751633,2.998682,3.043809
"11762191_x_at",2.769077,2.764512,2.640835,2.741686,2.99022,3.048993
"11762192_x_at",5.791728,5.449745,5.796106,5.797581,5.398758,5.306398
"11762193_at",2.632512,2.684224,2.456285,2.683336,2.964659,2.720878
"11762194_x_at",6.440724,6.121665,6.618505,6.438478,6.569559,6.446909
"11762195_a_at",5.763479,5.350492,5.515096,5.619545,5.947577,5.510218
"11762196_at",3.659717,3.879181,3.801195,3.611591,3.894936,3.558753
"11762197_at",5.542433,5.284616,4.97311,5.360239,5.203405,5.176486
"11762198_a_at",4.414052,4.135608,4.255897,4.530911,4.446732,4.226734
"11762199_s_at",3.944331,4.050731,3.955587,4.055762,3.889291,4.582606
"11762200_a_at",3.426394,3.169443,3.263362,3.032333,3.446683,3.296099
"11762201_x_at",4.111548,3.635225,3.773386,3.785517,3.970618,3.773386
"11762202_x_at",4.666125,4.691278,5.010563,5.015893,4.65631,4.616187
"11762203_at",2.638884,3.012225,2.949543,2.740408,2.87386,2.75176
"11762204_a_at",4.228299,4.604492,4.323047,4.55725,4.865805,4.383345
"11762205_at",3.324858,3.789846,3.293974,3.463688,2.860704,2.884283
"11762206_s_at",5.751091,5.343789,5.677743,5.575747,5.833512,5.62943
"11762207_at",5.661613,5.532672,5.981405,5.734275,5.891304,5.985501
"11762208_a_at",5.311175,5.224292,5.326616,5.288375,5.530615,5.688663
"11762209_at",3.820871,3.571796,3.506736,3.838278,3.647339,4.113438
"11762210_at",2.69517,2.907703,2.804019,3.119441,2.93931,2.829634
"11762211_x_at",2.768366,2.547907,2.506262,2.961787,2.679197,2.509744
"11762212_at",3.775756,4.052529,3.87747,4.285969,3.763082,3.755129
"11762213_x_at",2.701502,2.848488,2.76342,2.541808,2.934516,2.874772
"11762214_at",3.253056,3.230769,3.712197,3.055865,3.341229,3.288564
"11762215_at",3.805684,3.51585,3.517459,3.511099,3.657076,3.619091
"11762216_x_at",3.478368,3.274714,3.75294,3.657013,3.205445,3.825751
"11762217_at",4.324973,3.901752,4.523109,4.108111,4.339102,4.226734
"11762218_at",4.691814,4.137414,4.726573,4.80218,4.609448,5.071331
"11762219_at",4.967449,5.135166,5.029659,5.093042,5.073451,5.01227
"11762220_x_at",4.478637,4.271393,4.076015,4.881441,4.284054,3.877699
"11762221_a_at",6.414597,6.305924,6.430527,6.313012,6.495349,6.593769
"11762222_at",4.400274,4.145132,4.02817,4.181308,4.050968,4.393588
"11762223_x_at",6.110263,5.844103,5.724392,5.826805,5.74719,5.982759
"11762224_at",3.805684,3.96165,3.849937,4.0252,3.799247,3.740457
"11762225_x_at",5.137103,5.211701,5.468823,5.402007,5.320116,5.298064
"11762226_at",3.019036,2.972708,2.931909,3.147183,3.024755,3.203416
"11762227_x_at",2.987447,3.100753,2.931909,3.147183,3.02488,3.203416
"11762228_at",2.741169,2.570304,2.807788,2.673199,3.078656,2.869836
"11762229_at",2.73555,2.506353,2.601275,2.680773,2.809849,2.680523
"11762230_at",5.596802,5.443413,5.460789,5.644883,5.34432,5.340721
"11762231_x_at",4.144561,4.285029,4.034919,4.064483,4.261238,3.857327
"11762232_a_at",4.447709,4.032902,4.479352,4.217011,4.434481,4.367804
"11762233_x_at",5.470968,5.306292,5.489334,5.451094,5.307277,5.40965
"11762234_a_at",4.040219,3.949882,4.295856,3.700741,3.927889,4.177064
"11762235_x_at",4.370924,4.358084,4.183333,4.571559,4.192533,4.467845
"11762236_at",3.684362,3.493209,3.519283,3.494491,3.622638,3.705851
"11762237_at",2.821563,2.656356,3.102754,3.044328,2.771894,3.014912
"11762238_a_at",5.344968,5.474188,5.571183,5.616022,5.413205,5.605859
"11762239_s_at",3.742301,3.385658,3.736232,3.568317,3.551646,3.576299
"11762240_at",6.364877,6.311126,6.224876,6.083471,6.430294,6.472969
"11762241_at",3.986814,4.001228,3.880076,4.007827,3.865112,4.011087
"11762242_x_at",3.986814,4.171199,3.91188,4.135271,3.894922,4.055631
"11762243_at",4.730039,4.784095,5.057114,5.197891,4.967449,5.239006
"11762244_at",4.885684,4.360178,4.855484,4.81695,5.119401,4.907878
"11762245_a_at",3.795459,4.195923,3.750971,3.593011,3.487999,3.360744
"11762246_at",2.883689,3.060327,3.017668,2.900719,2.923055,3.048144
"11762247_x_at",3.134101,3.076539,2.937575,2.804719,2.755954,2.973055
"11762248_at",4.167195,4.442937,4.377727,4.226573,4.342024,4.459051
"11762249_a_at",3.849721,4.374726,3.873706,3.830626,3.330175,3.747352
"11762250_a_at",3.60147,3.106703,3.425195,3.501029,3.384205,3.393036
"11762251_at",2.999422,2.884416,2.748415,3.002207,2.872826,3.065509
"11762252_at",2.856806,2.814573,2.75906,2.863409,3.00983,2.565191
"11762253_at",3.264754,3.36334,3.439068,3.401222,3.766552,3.377264
"11762254_a_at",3.201626,3.21523,3.119747,3.567904,3.213443,3.24103
"11762255_x_at",5.273306,5.277841,5.419213,5.621422,5.746261,5.166322
"11762256_at",3.625388,3.602277,3.621652,3.56994,3.395158,3.337694
"11762257_at",4.925384,4.625696,4.789881,5.139891,4.641788,5.003988
"11762258_at",2.704217,2.634282,2.602715,2.808757,2.979829,2.861289
